,predicted,sentiment,text,textID
1439,neutral,positive,"yep, good morning to you all  or night or evening or whatever xD",c45f5fb9e6
1444,neutral,negative,"cars,,,,cars....cars.....I need one. ha ha. The one I found last night, that I wanted so bad! is now sold. And not to me",74b57c43cc
1445,neutral,positive, (RE:'your joint w/  is crazy!!') Thx    Hey Trax heard a 49er rear ended you??,f7638c4126
1446,neutral,positive,_za thanks man. I can`t wait,562c683a44
1449,neutral,negative,I`ve been to Best Buy & Target and still no Electrik Red album! I`m loosing hope..they`ve never even heard of the girls,628bab2c42
1450,neutral,negative," i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby",d934e438cc
1451,neutral,positive,Great exercise for a Sunday morning: 'stopping the wheel of karma' (R.A.W.) and transforming negativity into love... Life!,548b9da461
1453,neutral,positive, yes yes yes lotsa fun  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha,5fb992345d
1455,neutral,positive, Thank you Kirst - your posts on running inspired me,b78e0c4c19
1456,neutral,negative,I wanna crawl under my desk and take a nap  nvrmind its dirty =/,02073f1c62
1458,neutral,negative,okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night,1d3c1b4821
1463,neutral,positive, oh and twas my very brilliant idea if I do say so myself  what can I say i`m an ideas woman,e0d893b360
1465,neutral,positive,Good Morning! 'RETURN TO WILLEN ISLAND - Spring has most definitely sprung' ... http://bit.ly/EyRtT ... enjoy,84f961fdb2
1466,neutral,positive,Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,c002c2eddd
1468,neutral,negative,OMG sore shoulder,543a06c64b
1469,neutral,positive, You`re welcome! Cutie-pie kiddo.. in your picture btw  Love those shades!,1047b78606
1471,neutral,positive,goin ta bed now!   goodnite jessica,4652d96d01
1473,neutral,negative," I refuse to get excited as I don`t want to be let down  if it happens, as long as it`s not between June 11 - 28 or I`d die",e8a7f5e1a3
1474,neutral,negative,"`If I don`t believe in Him, why would He believe in me?` -Bring Me The Horizon  A chill goes down my spine whenever I hear that line.",2f2721c6fe
1475,neutral,positive,"@_xotashhh I love having days off school, I had one on friday too",9c52e5ba66
1476,neutral,negative, u never sent me carrie. ur an ****. but an **** that i miss,d72748e39c
1479,neutral,negative,theres too much light pollution to see the stars,44c3407b4d
1480,neutral,negative,sick n tired of people who steal other people`s work,6f15fcf64e
1482,neutral,negative, I`m having trouble viewing it as well on you tube for some reason,6ee991d0cd
1483,neutral,negative,if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how **** i feel,9932b9c033
1484,neutral,positive," #warmfuzzies to you, my friend",8ba9d3448f
1485,neutral,negative,@_supernatural_ http://twitpic.com/66l83 - I really miss her.,f6f7382036
1487,neutral,positive, Please let me know if it is allright DE i need to know but first just wake up a little and enjoy the cofee  ****,703a5708f6
1488,neutral,positive, well maybe someone will care,683149f529
1489,positive,negative,"   Awww, that wasn`t very nice.",9a00c7fd06
1490,neutral,negative,slaving away at work,9a1177c3fb
1491,neutral,positive,"For US tweeps, don`t forget to call your mom today...",226dcfa96d
1493,neutral,positive, haha i agree ! i am her test dummy. i just go in and say 'do whatever you want' and i always love it.  she is magic!,b14b4d5209
1494,neutral,negative," ****, i dont have 2 work saturday, & i was suppose 2 hang out with my friend & watch it. we can still hang out but no JONAS =",f04b0ca7f2
1495,neutral,negative,Going to tmobile  i need a new phone this G1 is so not working for me anymore,44c7e944b9
1498,neutral,negative, OOO YUK !! thats not good Im retching as we tweet,2334ad25e6
1499,neutral,negative, 120mm films usually handled at Fuji  Oh I met a girl at San Diego. Kwento soon. I miss youuu!,c2484278c9
1501,neutral,negative,"That seized bolt, ya it`s still stuck! The bushing is actually seized to the bolt, very very lame   Perhaps some heat will work?",5f54c3d4cb
1502,neutral,positive, Hearing that my songs brighten someone`s day always makes ME grin.,62e1413e85
1507,neutral,positive,watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,a0c3ef4a01
1511,neutral,positive,Well off 2 bed...cant wait 2 party 4 Mother`s Day in like 14 hours or so,95dfefd4e7
1512,neutral,negative,is gonna be mad hungry when I get home. Forgot my money...,e637c11dca
1515,neutral,positive,#bouvierb-day is on trending topics. ahh Happy Birthday Pierre Bouvier,a5abb95859
1516,neutral,positive,http://skipall.com/8p.png  The come apart easy enough,e32bcc9304
1517,neutral,negative,sadly  brother told me there are no skateparks where he lives. BUMMER!,f4e8990f70
1519,neutral,positive,Heaos keen for next weekend.        Mummy. <3,a86d48a430
1522,neutral,negative, I hope you didn`t take that quote personally!! I`ve been throwing them out here and there all day-guess I shoulda waited a bit,8d4c510735
1524,neutral,positive, sounds like you`re having a great time,b521edea57
1528,neutral,negative," and Im just going into work... if we were married, we wud never see each other",6e424d5ccf
1529,neutral,negative, Weird! Maybe all the updates just aren`t being sent to my phone  Haha,d4305524e2
1532,neutral,positive,Amazing day with my boyfriend. He`s a good drummer.,d546f8c422
1534,neutral,negative,I should have know that 'extra hand' comment would cause trouble...  About to upload House Music and Beyond Vol. 3,4f0c1d97c4
1536,neutral,positive,Just got back from a run & I`m feeling grrrrrreeeeeaat!!!,b7b0f4fb71
1538,neutral,positive, yes  and i want you to keep going if you would ;),ee87e14bee
1540,neutral,positive, Fun times ~ that`s my friends beer!  here`s the pic`  http://yfrog.com/053agj,f3afed1887
1541,neutral,negative,It appears I`m going home tomorrow...and it`s not a good thing...,51d74124da
1542,neutral,positive,The graduation ceremony should be starting about now. I really wish I could be there.,bcd831b113
1545,neutral,positive, Thanks for sending the link.,c4453ff2b8
1547,neutral,positive,  wish u could rub my head too,f433396b44
1548,neutral,negative,_Hodges Yup. Their loss.,6388c670c6
1549,neutral,negative,i`m sad...i`ll miss you grandma angie.. you were always like a 3rd grandma to me..,bc3032341b
1551,neutral,positive,_in_love scanton?! that`s farrr  elaine got her cartilage pierced! it`s so cute!,ca66e5e4b6
1552,neutral,negative,Wake Up..... Please.,be16255b41
1553,neutral,positive," Would applaud self-validation for all sorts of good theological, psychological & sociological reasons. But agree - lighten up!",8fa75341d4
1557,neutral,negative, lol exams i didn`t go to mcast or other school i finished form 5 and that`s it soo disappointed in myself,ea5c577cb7
1558,neutral,negative,These messages are teasing me! It isnt fair.,9891da8fff
1561,neutral,negative, ack! I just read about your show  that`s horrible!!! No accounting for taste.,eea9145f1b
1562,neutral,positive," ... thx for ur msg, so awesome!  luv the new single! xoxo",49ec0f5742
1564,neutral,positive, last week  and I interviewed  and we told him you are the FB queen! Glad to see you both connected,80832ca578
1565,neutral,positive, and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,be226efbd2
1569,neutral,negative,5500 words and counting.  My hands hurt,ab07a3fe36
1570,neutral,negative,_ When they don`t pop well. I feel lousier after playing those.,b8d1e767b2
1573,neutral,positive, Hi x Your websites soo cool i love using it  Thank you,cf64d19714
1575,neutral,positive, pretty soon gonna have to unfollow myself from _words to cut the quickly growing 'habit' ... but I do love the challenge!,c5556624b0
1576,neutral,negative,OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.,f46d274a8b
1578,neutral,negative,i`m getting ready for tonight (teachers dinner on the beach!) but it`s raining and i hate this!,ab52225ed8
1581,positive,negative, not happy,f23c1c4255
1583,neutral,positive,I wish I can see clips of your show that you hosted. Hottie Shawn in the 80`s! and yes your still a Hottie!,02624773ca
1584,neutral,positive,But on the bright side...no school,31a107dbcf
1587,neutral,negative,I have turned into a fast food ****,42ebd9099d
1588,neutral,negative,I hate not getting e-mail`s  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx,6ac3031bc9
1591,neutral,negative,Now I am depressed after watching so you think you can dance,98f836e4b6
1594,neutral,negative,misses Nanny.,58272bcdb4
1599,neutral,positive,thinks castles are fun,de0673a07d
1602,neutral,negative,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,36f885a911
1603,neutral,negative," Im doing ok.  I have a 15 year old going on 35 that is driving me crazy, but that comes with the territory, I guess.",acf54fad30
1604,neutral,negative,Poor Kella is on meds now for an ear infection; she lost her food all over  twice at the doc`s,8b0054a807
1605,neutral,positive," Yes, have to be right for church",4bc7d627ad
1608,neutral,negative,hm...still workin on my contract.hmm...i`m feelin awful..,4987043fd4
1609,neutral,negative,I totally forgot my phone at home this morning,e7f2b44a1f
1618,neutral,negative, http://twitpic.com/4jber - aww .... then we wonder why they hate us later..... lol!!,b6d5af9406
1620,neutral,negative,i hate it when my bff is groundedd  boooooooooo,278c0dceeb
1621,neutral,positive," The Star Trek in IMAX wasn`t in 3D, but it was huge on the screen.  Still worth watching.",b6f66e0621
1623,neutral,negative,getting ready to see my cousins graduate.  gonna miss em.,87c799a397
1626,neutral,negative,_law_rence &  WHY?! my head feels like the surface of the sun  underneath a beaver pelt.,0fe8023456
1632,neutral,positive,"Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master.",b96b9ecc3c
1635,neutral,positive," I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",e5339e66dc
1636,neutral,negative,Not made it to work  couldn`t get up feelin blurgh,7811012154
1642,neutral,negative,im depressed on this pretty day  Everyone either is doing something or CAN`T...bleh -.-,4bb00e884a
1643,neutral,positive,The rain outside motivates me to sleep.,4e4e9c3802
1645,neutral,positive, HEY BUCK!!!!  love u loads!! LOVE 'WHAT THE BUCK?!',bed26c1d7f
1647,neutral,positive,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....,61eae11e5e
1648,neutral,positive,"hmmm dollhouse sounds pretty good, http://bit.ly/z3aZv  i think ima download it and try watching it",536116702e
1650,neutral,negative,"**** these nig*s is all on me, but they won`t get this...'Not without a check!' LMFAO",baeb21b26f
1652,neutral,positive,thanks do the invite though,1f7717fc7a
1655,neutral,negative," Please send me those youtube links, Erin watched most of them but I was cooking and didn`t get to see the cowboys",a5e47d75c0
1656,neutral,negative," That didn`t work, unfortunately.",10b36df3e0
1658,neutral,positive,get it right! I think I am obsessed with Hydes` voice @_@  I`ve chosen a guitar song to learn for the summer! Time to perfect picking!,3dbb8c1489
1659,neutral,positive, Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com,b8c518e02d
1662,neutral,negative,What`s worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,3d1d381278
1666,neutral,negative,Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...,e84aa8b193
1668,neutral,negative, Aw it says the pic doesn`t exist anymore,4e43ad756c
1669,neutral,negative,"Today, i did`t have lunch, cuz wel i embarrass my self with all 'school'  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!",0f22984306
